"","session","period","Ret1","Ret2","OFI1","OFI2","dummy_T1"
"1",1,1,0.1243090152143,0.9963098162971,0.982269697487226,0.960833192711377,1
"2",1,2,0.259265287014849,-1.77080813926415,0,-0.960833192711377,1
"3",1,3,2.07806433256039,-0.312517327916398,1.96453939497445,-0.960833192711377,1
"4",1,4,1.79505926729449,0.0815606080478183,0.327423232495742,0,1
"5",1,5,-0.000372901141791175,-0.409560756665045,0.982269697487226,0.960833192711377,1
"6",1,6,0.39490168868367,0.364295684429233,1.02977128289096,0.661140786541544,1
"7",1,7,1.94970099350452,1.12936785439747,-0.343257094296988,0.661140786541544,1
"8",1,8,-0.457858815664326,0.567240564899566,-1.37302837718795,0.661140786541544,1
"9",1,9,-0.294278936900922,-0.474956171786521,0,-1.65285196635386,1
"10",1,10,-0.291512329246261,-1.4315171851176,1.02977128289096,0,1
"11",1,11,1.83874449232083,0.185165194897233,0.818887635603336,0.236912408082133,1
"12",1,12,0.281159924958802,0.17494857856569,0,-1.18456204041066,1
"13",1,13,0.322759173799188,-0.115748654995341,1.228331453405,1.4214744484928,1
"14",1,14,0.281252499120647,1.11599385495697,-0.818887635603336,0.236912408082133,1
"15",1,15,-0.981707452945328,-1.64072793634262,0,-0.710737224246399,1
"16",1,16,-0.0970312694052953,-0.698834207733041,-0.249583152478606,-0.320277730903792,1
"17",1,17,-0.500366803946335,-1.78444510524504,0,-0.960833192711377,1
"18",1,18,0.871592151684624,-0.742760970673628,0,-0.320277730903792,1
"19",1,19,-1.87440631642286,0.425762607138598,0.249583152478606,-0.960833192711377,1
"20",1,20,-0.033795161868501,0.694028643092457,0.499166304957212,0,1
"21",1,21,0.608208391956991,0.150793738181855,-0.174110052486287,0,1
"22",1,22,-0.0366067609247775,1.78455861471415,0,0.914685948534082,1
"23",1,23,-1.13537406129559,-0.155222851629366,-0.174110052486287,-0.914685948534082,1
"24",1,24,0.626387139599794,-0.279363991443149,-0.696440209945149,-0.914685948534082,1
"25",1,25,-1.54491013894559,-0.876581218036506,-0.174110052486287,-1.82937189706816,1
"26",1,26,-1.2757314945951,0.760620125992095,0,0,1
"27",1,27,0.29024465119278,-0.418267527223549,0.394810262694173,0.99578393280095,1
"28",1,28,0.55741526401665,-0.42326030118614,0.789620525388346,-0.497891966400475,1
"29",1,29,-1.25765232514601,1.20779219415186,-0.987025656735432,-0.497891966400475,1
"30",1,30,0.754516683855393,-1.26991720365043,0.592215394041259,1.49367589920142,1
"31",1,31,-0.817440626842861,-0.282985109057665,-1.19283442290601,-1.02971326014061,1
"32",1,32,-0.521519380432038,0.627298509845744,-0.198805737151002,-0.514856630070303,1
"33",1,33,0.169864338044989,-0.935960337613825,0.397611474302004,-0.514856630070303,1
"34",1,34,1.1156603896912,-0.89738325380996,0,-0.514856630070303,1
"35",1,35,-1.5079198721798,1.35957683997328,-0.198805737151002,0.514856630070303,1
"36",1,36,-1.53901972244563,0.0230024316200106,-0.672390101036752,0.641786117047419,1
"37",1,37,-0.0810148521482601,-0.260463844543761,0,-0.320893058523709,1
"38",1,38,-0.979929915186167,-0.24649914604358,0.336195050518376,-0.320893058523709,1
"39",1,39,1.09957953952056,-1.9767406422194,0.672390101036752,-0.641786117047419,1
"40",1,40,-0.223827292523799,-1.97400139227982,0,-0.320893058523709,1
"41",1,41,-1.83499026399004,-0.74326965781436,0.456243646078723,-0.3856654588159,1
"42",1,42,0.782799265431975,-0.619661379625285,0.912487292157446,1.1569963764477,1
"43",1,43,0.0779001492047649,0.433837578359971,0,0,1
"44",1,44,-0.623667413279611,1.61023293933617,-0.912487292157446,0.771330917631801,1
"45",1,45,-0.973264584445114,-0.535488265355444,0.456243646078723,0,1
"46",1,46,-0.112120696703738,0.933082275992117,0,0.404040660703349,1
"47",1,47,-0.529774196216323,0.206735497355707,0.844799075866392,1.21212198211005,1
"48",1,48,-1.2469125864397,-0.695363805432548,-0.844799075866392,-0.808081321406698,1
"49",1,49,1.35092034397674,0.547866804888576,1.26719861379959,1.21212198211005,1
"50",1,50,-0.840979143153398,-1.53696328371792,0.422399537933196,-0.808081321406698,1
"51",1,51,0.400014555461352,1.00179283891964,0,1.335984338787,1
"52",1,52,1.11004680493406,-0.719956578113378,0,2.67196867757401,1
"53",1,53,-0.834410314521432,0.139714860013698,-0.589008014358615,2.0039765081805,1
"54",1,54,-1.14857234280176,-0.458868775305511,-0.589008014358615,0,1
