"","session","period","Ret1","Ret2","OFI1","OFI2","dummy_T1","participants","seed"
"62",1,62,-0.94367079191247,-0.54075328029431,-0.305477044810793,0.780877424569688,1,10,90
"63",1,63,0.0665115892955391,-0.0841866761649381,0.916431134432379,0.780877424569688,1,10,90
"64",1,64,0.405820793536921,0.670007929229726,1.22190817924317,2.34263227370906,1,10,90
"65",1,65,1.7000979957204,0.246253379091359,0,0,1,10,90
"66",1,66,-0.370893461917932,-2.29795498885452,0.215178864333408,-0.769492253582217,1,10,90
"67",1,67,-1.78159799031671,-0.409961962366379,-0.215178864333408,-0.512994835721478,1,10,90
"68",1,68,1.03619188382689,-0.289825587920357,-0.860715457333632,-0.256497417860739,1,10,90
"69",1,69,-0.178538493025418,0.395145459126615,0.215178864333408,0.256497417860739,1,10,90
"70",1,70,-0.372806721738762,-0.726256342711528,0.430357728666816,0,1,10,90
"71",1,71,-1.69880599299281,-1.00252573275206,0.84165666449854,0.404230501450168,1,10,90
"72",1,72,0.553303137517193,-0.203641539705705,-0.42082833224927,-0.808461002900336,1,10,90
"73",1,73,-0.0993819664746252,1.67185065652587,0.42082833224927,-1.2126915043505,1,10,90
"74",1,74,0.681937217162955,-0.327386232534144,-0.84165666449854,1.2126915043505,1,10,90
"75",1,75,-0.858568875100672,-0.229971173776539,0.84165666449854,-0.808461002900336,1,10,90
"76",2,1,-0.202572789529797,-1.41845798553103,0,-1.05889158763835,1,6,10
"77",2,2,-1.76703082956353,0.506227198919212,2.33781469395695,-1.05889158763835,1,6,10
"78",2,3,0.156221752532645,1.08843162620708,0,0.529445793819177,1,6,10
"79",2,4,0.334713326717364,0.43362008649997,0.779271564652317,1.05889158763835,1,6,10
"80",2,5,0.878703416972842,-0.599185949899825,0,0,1,6,10
"81",2,6,0.529400398290576,-0.0885810083382547,1.32487876295464,0.859970227410297,1,6,10
"82",2,7,1.48117836296302,-1.34574058370482,0.441626254318213,-0.859970227410297,1,6,10
"83",2,8,0.112075179933937,1.35405037178098,-0.883252508636426,0.859970227410297,1,6,10
"84",2,9,-1.20456794036435,-0.26816397067274,0.883252508636426,0,1,6,10
"85",2,10,-0.35466766296827,-0.705699062382755,1.32487876295464,1.28995534111545,1,6,10
"86",2,11,1.38707125157962,1.08389743029723,0.967319317033667,2.28337885245231,1,6,10
"87",2,12,0.744505859786516,2.30694887294156,-0.644879544689111,0.570844713113078,1,6,10
"88",2,13,-1.28205918903798,-0.13752920975366,0,1.14168942622616,1,6,10
"89",2,14,0.159015382338641,-0.0191860123221345,-0.322439772344556,0,1,6,10
"90",2,15,-0.113700598626048,1.15990834243644,0.322439772344556,1.71253413933923,1,6,10
"91",2,16,1.1165859559039,0.158671300422667,0,0.397485238293709,1,6,10
"92",2,17,-1.44360608505994,1.31219965387356,-0.300447996269903,0.397485238293709,1,6,10
"93",2,18,0.836058495251579,-1.47484723989271,0,-1.19245571488113,1,6,10
"94",2,19,-0.104238456276557,-0.160578212094677,-0.300447996269903,-0.397485238293709,1,6,10
"95",2,20,0.121922934356812,-0.312167426525122,-0.300447996269903,0.397485238293709,1,6,10
"96",2,21,0.822515716264033,-0.00767660429682419,0,-0.353174902243626,1,6,10
"97",2,22,-0.265408553183116,-0.358636745686783,-0.389635782326159,-1.76587451121813,1,6,10
"98",2,23,-0.947431889002292,-0.9770787467338,0.779271564652317,0,1,6,10
"99",2,24,1.55296782467409,1.70417969789641,0.779271564652317,0.706349804487252,1,6,10
"100",2,25,-0.302661114544197,-0.146845705684619,0.389635782326159,0.353174902243626,1,6,10
"101",2,26,-0.854303495037811,-0.911265936872912,0.376995566491014,0,1,6,10
"102",2,27,-0.163384588480883,1.47952559191058,0,0.353174902243626,1,6,10
"103",2,28,-0.0791526954946909,0.683070493503251,0,0,1,6,10
"104",2,29,-0.293030865175617,-0.701827505205239,0.753991132982027,-0.353174902243626,1,6,10
"105",2,30,1.78392675392379,-0.210725541723644,-0.376995566491014,-2.11904941346176,1,6,10
"106",2,31,-1.3087788970302,-1.32749612422501,0,0,1,6,10
"107",2,32,1.3087788970302,1.41806602338869,0.357554315778344,2.2108720671575,1,6,10
"108",2,33,-0.0517257250171075,0.357042524761738,0.715108631556689,0,1,6,10
"109",2,34,-0.866433926357592,0.618419006686085,0.357554315778344,0.736957355719167,1,6,10
"110",2,35,-0.03089895420857,0.302339301982874,0,1.47391471143833,1,6,10
"111",2,36,-1.43429137394264,-0.654134780207625,2.14404395497109,0,1,6,10
"112",2,37,1.27934171471687,1.78015643051923,1.07202197748555,0.398695241818067,1,6,10
"113",2,38,0.177511320584154,0.783014826675476,0,0,1,6,10
"114",2,39,-0.0564365143029983,-0.323008311335804,0,0,1,6,10
"115",2,40,0.57428826758039,-0.230565043536257,0,-0.797390483636134,1,6,10
"116",2,41,0.656538242792132,1.31627117044582,-1.26718057405699,-0.491304903812778,1,6,10
"117",2,42,-1.81723085166315,-1.35160837917223,-0.506872229622795,-0.491304903812778,1,6,10
"118",2,43,0.0421500408512689,-0.290670444794092,1.01374445924559,0.245652451906389,1,6,10
"119",2,44,0.580470475337991,0.157250219032673,0,0.491304903812778,1,6,10
"120",2,45,-0.153470696560804,0.608279534048656,0,-0.245652451906389,1,6,10
"121",2,46,0.0293452304999921,-1.67926141812257,-1.31031431392648,0,1,6,10
"122",2,47,-0.24114536768346,0.727673933645527,0.982735735444856,-0.34740502911622,1,6,10
"123",2,48,0.759694456791853,0.347525175923246,0,0,1,6,10
"124",2,49,-1.71735183212903,-0.484890880652762,-0.327578578481619,-0.34740502911622,1,6,10
"125",2,50,0.680044039467774,0.58736450627096,0.327578578481619,0.694810058232439,1,6,10
"126",2,51,0.389320598359143,-0.264947334968426,0.695422961826706,0.701334239471683,1,6,10
"127",2,52,-1.82586646604977,0.113048106128585,0,-1.40266847894337,1,6,10
"128",2,53,-0.612553070864827,-1.27141630059006,-0.695422961826706,-0.701334239471683,1,6,10
"129",2,54,0.65922353340101,-0.0180664875968026,1.04313444274006,0.701334239471683,1,6,10
"130",2,55,0.137018762969848,1.51701725962437,-1.39084592365341,0.701334239471683,1,6,10
"131",2,56,-0.670468786151584,-1.50150617145798,-0.641148291318361,-0.323566315177893,1,6,10
"132",2,57,-0.629888773888619,1.24184716408163,0.641148291318361,0,1,6,10
"133",2,58,1.09132632532512,-0.696643174106533,-1.28229658263672,-2.26496420624525,1,6,10
"134",2,59,-0.00819359882687679,-0.283876018264161,0,0,1,6,10
"135",2,60,-1.62531230043009,-0.144560320540046,-0.641148291318361,-0.647132630355787,1,6,10
"136",2,61,-1.25920333245283,-1.02014667446452,0.462338607904895,-0.747411173687437,1,6,10
"137",2,62,1.03207483737503,-0.581609331069182,0,-0.249137057895812,1,6,10
"138",2,63,-0.929937403995872,1.02077199847232,0,0.249137057895812,1,6,10
"139",2,64,-1.46763212468581,1.28291281180829,-0.924677215809789,0.996548231583249,1,6,10
"140",2,65,-0.912983768375931,-0.0899575395233032,0.924677215809789,0,1,6,10
"141",2,66,-0.51378874820373,-1.6730249799133,-0.626845786750306,0.266157719868254,1,6,10
"142",2,67,-1.80549837614453,0.283503987974015,-0.626845786750306,0.266157719868254,1,6,10
"143",2,68,0.0735628875127043,0.316469869034151,0,-0.532315439736507,1,6,10
"144",2,69,0.94062501891347,0.661627123621368,0.626845786750306,0.266157719868254,1,6,10
"145",2,70,-0.204666809838168,-0.986758358305476,0,-0.266157719868254,1,6,10
"146",2,71,-1.22145374953809,-0.566975727408759,0,-0.997075924620803,1,6,10
"147",2,72,-1.35849981767667,0.365572093456705,1.05513868647936,0.664717283080535,1,6,10
"148",2,73,0,0.838066417364591,0,-0.332358641540268,1,6,10
"149",2,74,-0.696628449250185,-1.00611522856142,1.05513868647936,-0.332358641540268,1,6,10
"150",2,75,1.07202979661029,1.43423284592612,-1.05513868647936,1.66179320770134,1,6,10
"151",3,1,0.623385714213411,-1.76651292055443,-0.516765282198722,-1.11901149120626,1,9,80
"152",3,2,-0.283281942677849,0.409895796314804,1.55029584659616,0.559505745603128,1,9,80
"153",3,3,-1.61635574893471,0.256609082593937,-1.2919132054968,-0.559505745603128,1,9,80
"154",3,4,0.754518308578674,-0.724392298767513,0.516765282198722,1.11901149120626,1,9,80
"155",3,5,0.591793445065137,0.635306269342239,0,1.11901149120626,1,9,80
"156",3,6,1.09533767501283,-0.246964791519677,0.957341682385392,1.33831020899409,1,9,80
"157",3,7,0.140024626430712,1.64025203169299,1.43601252357809,0.44610340299803,1,9,80
"158",3,8,0.256070587965525,-0.104494831246604,0.478670841192696,0.89220680599606,1,9,80
"159",3,9,-1.30533788745899,1.45499700753763,-0.478670841192696,0.89220680599606,1,9,80
"160",3,10,1.17557599278591,-0.433618015263579,2.39335420596348,-0.89220680599606,1,9,80
"161",3,11,1.09737829520299,0.144650508676398,1.13526758075825,-1.10867875386119,1,9,80
"162",3,12,-0.858205653400089,-1.30193593785836,-0.378422526919417,0,1,9,80
"163",3,13,-0.0743636590311997,0.437805614463128,-0.378422526919417,0.739119169240793,1,9,80
"164",3,14,-0.815627370740356,1.49772077385427,-0.378422526919417,0.369559584620396,1,9,80
"165",3,15,1.20402375729669,0.166889876995689,1.51369010767767,0.369559584620396,1,9,80
"166",3,16,-0.710712761391056,-1.1562423235348,0.339833461205486,0,1,9,80
"167",3,17,1.26155012343781,-1.4825630263712,-0.339833461205486,0,1,9,80
"168",3,18,-1.12074131242822,-1.38653754079377,-0.679666922410973,-1.92028793095973,1,9,80
"169",3,19,-1.05287950697591,0.944791789510534,-0.339833461205486,0,1,9,80
"170",3,20,0.0906896318037335,-0.937624552038428,0.339833461205486,-1.28019195397315,1,9,80
"171",3,21,-0.668400348935052,-0.108796234566035,0.35999448070188,0,1,9,80
"172",3,22,0.666471046037685,-0.193972087754372,-0.35999448070188,-0.426730651324384,1,9,80
"173",3,23,-1.94976301536301,0.854994409385953,-0.35999448070188,1.28019195397315,1,9,80
"174",3,24,0.19794868239462,0.922911968548352,-0.35999448070188,0,1,9,80
"175",3,25,-0.222791506991192,-1.53901668693138,0.35999448070188,-0.426730651324384,1,9,80
"176",3,26,0.0140626633499481,0.183662176304915,0,-0.550307764319788,1,9,80
"177",3,27,-0.203078750131797,0.162572271874021,-0.341907743709069,1.10061552863958,1,9,80
"178",3,28,-1.31052285638341,-2.25638231816983,0.341907743709069,-0.550307764319788,1,9,80
"179",3,29,0.330856397955016,-0.492168537662108,-1.02572323112721,-1.65092329295936,1,9,80
"180",3,30,-2.05039412623604,-0.352767538375375,1.02572323112721,0.550307764319788,1,9,80
"181",3,31,-0.771708335226505,-0.301003063678548,-0.733385253510061,0.739119169240793,1,9,80
"182",3,32,-1.06046518137003,0.502415911141011,-1.83346313377515,-0.369559584620396,1,9,80
"183",3,33,-0.606392023186681,-0.595369681697851,0,-0.739119169240793,1,9,80
"184",3,34,-0.349641608602864,-0.711045829225971,0.733385253510061,0,1,9,80
"185",3,35,1.46322715315944,1.69294393482424,0,1.47823833848159,1,9,80
"186",3,36,-0.423937732843405,-0.352413535351615,-1.8874000179778,0.412171187967874,1,9,80
"187",3,37,-0.936569074232084,-1.84188907283418,-0.377480003595561,-0.824342375935748,1,9,80
"188",3,38,-0.439555562655507,0.131914325755798,0.754960007191121,0.412171187967874,1,9,80
"189",3,39,1.55192938231416,0.805170855272717,-0.377480003595561,-1.23651356390362,1,9,80
"190",3,40,-0.729878440717785,0.20132240107654,0.754960007191121,0.824342375935748,1,9,80
"191",3,41,0.807180706358176,1.48940511909335,0,0.901922593071017,1,9,80
"192",3,42,-0.488774241729768,1.1617227929111,-1.29797855905466,0.450961296535509,1,9,80
"193",3,43,0.701232659854212,-0.0911968141021249,0,0.450961296535509,1,9,80
"194",3,44,-1.44391933427696,-0.875337817500513,-1.94696783858199,-0.901922593071017,1,9,80
"195",3,45,0.74388008201913,-0.256165325943754,0,-1.35288388960653,1,9,80
"196",3,46,-1.81916504309575,0.208380911596206,-0.931611861173555,-2.06085593983937,1,9,80
"197",3,47,-0.192661120531568,1.20089315429272,-0.465805930586777,0.412171187967874,1,9,80
"198",3,48,-0.38279441333758,-0.656616087026466,0,0.412171187967874,1,9,80
"199",3,49,0.183352234355387,0.756954005472508,0,-0.412171187967874,1,9,80
"200",3,50,0.903117989584987,-1.23506446921762,1.86322372234711,0.412171187967874,1,9,80
"201",3,51,-1.45833744106064,-0.464925032725569,-0.417897771488109,-1.71252827754753,1,9,80
"202",3,52,-0.781685060516269,-0.114113249595855,-1.67159108595244,0.428132069386883,1,9,80
"203",3,53,-1.75328871872938,-1.53936908587873,0.417897771488109,0.856264138773766,1,9,80
"204",3,54,0.501460830380794,1.20547910250765,1.25369331446433,0.428132069386883,1,9,80
"205",3,55,0.236649308176515,0.213844476221214,0,-0.856264138773766,1,9,80
"206",3,56,-0.705321720372375,0.48247368811117,0,-1.20392035477189,1,9,80
"207",3,57,-0.140104676867491,-0.827416490849844,0,0,1,9,80
"208",3,58,-2.08315067640927,1.35854088430615,0.946056317298543,1.20392035477189,1,9,80
"209",3,59,0.122125451927464,1.60387146578891,0,-0.401306784923962,1,9,80
"210",3,60,0.469659511603702,-0.0324284213177394,1.89211263459709,1.20392035477189,1,9,80
"211",3,61,-1.73576194084634,-0.912053897764762,-0.58391863604786,1.41070282542576,1,9,80
"212",3,62,-1.8898156378712,1.80714029909937,0,0.705351412712881,1,9,80
"213",3,63,0.335651126788745,1.09323878325705,0,0.705351412712881,1,9,80
"214",3,64,-0.350172792071156,0.792816795523018,0.58391863604786,1.41070282542576,1,9,80
"215",3,65,-0.124988742650578,0.570988487565508,-1.75175590814358,-0.705351412712881,1,9,80
"216",3,66,-1.97383786244403,-0.131822550013752,0.474420103272531,-0.831987136536059,1,9,80
"217",3,67,-0.508945644084855,0.0476743018025665,0,0.415993568268029,1,9,80
"218",3,68,0.595668310200465,-0.180425874615844,0,0.831987136536059,1,9,80
"219",3,69,-0.227911814431603,-0.922698867216135,0,-0.831987136536059,1,9,80
"220",3,70,0.305291138078248,1.7794848278747,0.474420103272531,1.24798070480409,1,9,80
"221",3,71,-1.28744132344833,-1.49032352214339,0,-0.640095976986576,1,9,80
"222",3,72,0.342400006255267,0.239988347135196,0,-0.640095976986576,1,9,80
"223",3,73,0.458961528313263,0.863697930567316,-0.735112900788682,0,1,9,80
"224",3,74,-0.809399911330246,-0.267786949107243,0,0.320047988493288,1,9,80
"225",3,75,1.16737539634628,0.960407509962179,1.47022580157736,1.92028793095973,1,9,80
"226",4,1,1.36951332216194,0.114890764778189,0.620747879374131,0.392106534011295,1,9,40
"227",4,2,0.557371047374837,0.0424816328737931,0.310373939687065,0.784213068022589,1,9,40
"228",4,3,-0.459149528913592,0.0173750205627377,-0.931121819061196,-0.784213068022589,1,9,40
"229",4,4,-0.785847554708072,2.25223146815352,0.310373939687065,1.56842613604518,1,9,40
"230",4,5,1.34394885283696,-0.0867100122189039,1.86224363812239,-0.784213068022589,1,9,40
"231",4,6,1.55836053575075,0.366441262429185,-0.45575852940949,1.64548095670646,1,9,40
"232",4,7,-0.737213792963559,-1.31728957685419,0.45575852940949,0,1,9,40
"233",4,8,-0.691552854453971,1.20203440775592,0.45575852940949,-0.822740478353228,1,9,40
"234",4,9,0.545352990182842,0.468387760670579,0.911517058818981,0,1,9,40
"235",4,10,-0.507892196283145,-0.682980942892387,0,1.23411071752984,1,9,40
"236",4,11,-0.815977384120368,-0.0260686084350588,1.00641044647043,-1.22949843496441,1,9,40
"237",4,12,1.00115015753382,-0.2055285591923,0,-0.491799373985766,1,9,40
"238",4,13,-0.260904795114592,-0.49169934667461,0.503205223235214,0.245899686992883,1,9,40
"239",4,14,-0.911516976721121,-1.19686426244755,1.50961566970564,0,1,9,40
"240",4,15,1.20086256968696,1.52139069423597,2.51602611617607,1.22949843496441,1,9,40
"241",4,16,-0.447777941593032,0.577592209623143,0.682971155443627,-0.492390124197516,1,9,40
"242",4,17,0.290894576348131,-0.703305133931799,0.341485577721813,0,1,9,40
"243",4,18,-1.54015000410845,1.47960855764887,-0.341485577721813,0,1,9,40
"244",4,19,1.14888742573172,-0.997105395449205,0.682971155443627,-0.492390124197516,1,9,40
"245",4,20,0.212940124369177,0.247758639697878,-1.02445673316544,0,1,9,40
"246",4,21,-0.908134660185457,-0.403084256338919,1.23850779831811,-0.591779280108742,1,9,40
"247",4,22,0.0895283729481088,-1.60158852974137,-0.412835932772704,-1.18355856021748,1,9,40
"248",4,23,-0.0314636230488521,-0.375067340201013,1.23850779831811,0.295889640054371,1,9,40
"249",4,24,0.961241659503292,0.739851639781284,-0.825671865545408,-0.295889640054371,1,9,40
"250",4,25,-1.64753927278239,0.843368348458283,1.23850779831811,0.295889640054371,1,9,40
"251",4,26,-1.38227448509993,1.6530764559136,-0.750354652419438,0.341663926671625,1,9,40
"252",4,27,0.493434822149357,-0.0554345900673797,0,0,1,9,40
"253",4,28,-0.740557923283124,-1.11177451361592,-0.250118217473146,-1.70831963335812,1,9,40
"254",4,29,0.714091660956444,0.0474497903890105,-0.500236434946292,1.02499178001488,1,9,40
"255",4,30,0.887491473140305,-0.215020357389403,1.25059108736573,0,1,9,40
"256",4,31,-0.281102916831264,1.85083351944944,0.689042129550874,2.00605947220453,1,9,40
"257",4,32,-0.424093743294197,-0.761115027912857,0,-0.752272302076698,1,9,40
"258",4,33,-0.798801943868021,1.3883898491385,0,0.752272302076698,1,9,40
"259",4,34,-2.28651814970162,0.585793551256872,2.06712638865262,0,1,9,40
"260",4,35,0.406475759325954,1.06433021261498,-0.689042129550874,0.501514868051132,1,9,40
"261",4,36,-1.77465707702201,-0.579386642094541,1.15298801278626,0.648261721559452,1,9,40
"262",4,37,0.584497020303816,1.20760417414762,1.72948201917939,-0.972392582339178,1,9,40
"263",4,38,0.73545194993389,-1.44023826125004,0.57649400639313,-0.648261721559452,1,9,40
"264",4,39,-0.203393431594272,0.387541512705148,0,0.648261721559452,1,9,40
"265",4,40,0.0445542720510899,-0.28837736779901,2.30597602557252,-1.62065430389863,1,9,40
"266",4,41,-0.694949819840367,-0.236634675876017,0.911517058818981,0,1,9,40
"267",4,42,-0.0565476150496813,1.26087860057732,-1.82303411763796,0,1,9,40
"268",4,43,-1.67167077961928,0.383006372819954,0,1.18977150873404,1,9,40
"269",4,44,0.496914818264102,-1.48612771819981,0.45575852940949,-1.18977150873404,1,9,40
"270",4,45,0.841337166722672,-0.0440894246710457,-0.45575852940949,-0.297442877183511,1,9,40
"271",4,46,-1.2488447043398,-0.727269834640393,-0.95204851777704,1.71672960076572,1,9,40
"272",4,47,1.16578197780443,-0.062424979464944,1.5867475296284,-0.572243200255239,1,9,40
"273",4,48,-0.107160190129192,0.520929737158653,-0.63469901185136,0.572243200255239,1,9,40
"274",4,49,-1.25232522473737,-0.280041005890326,-0.63469901185136,1.14448640051048,1,9,40
"275",4,50,-0.195660541296221,1.86051216706748,0.31734950592568,-0.572243200255239,1,9,40
"276",4,51,-0.462651741434866,0.200578880426488,0.505618691389532,-0.472374865935657,1,9,40
"277",4,52,-0.102370657988681,1.34026587837398,1.01123738277906,0,1,9,40
"278",4,53,1.10830919297877,-1.44937456112892,0.505618691389532,0.472374865935657,1,9,40
"279",4,54,0.77559407033765,0.289577707844222,-1.01123738277906,-0.472374865935657,1,9,40
"280",4,55,-1.39525799716158,-0.0426374309792791,-1.01123738277906,0.944749731871314,1,9,40
"281",4,56,-1.99505253215401,-9.25427570943229e-15,0.57292434974055,1.06453757599838,1,9,40
"282",4,57,0.536904071192391,-0.380055987894132,0,-1.06453757599838,1,9,40
"283",4,58,-0.0107117406726039,0.223438842048792,0,0.798403181998788,1,9,40
"284",4,59,0.0633901952958087,1.18927872665257,0.57292434974055,-0.798403181998788,1,9,40
"285",4,60,-0.877203548649496,-1.5645544562085,-1.1458486994811,-0.798403181998788,1,9,40
"286",4,61,0.480376748908309,-0.0273950675773511,0.959344015406813,-0.732448467119868,1,9,40
"287",4,62,-1.6023475917278,-1.05927069663754,-1.59890669234469,0.366224233559934,1,9,40
"288",4,63,0.188168705349671,1.72391574269265,0.959344015406813,0.366224233559934,1,9,40
"289",4,64,0.287423103828673,0.349823382699535,0.319781338468938,0.366224233559934,1,9,40
"290",4,65,1.05708912999537,0.0647255238437243,0,-1.0986727006798,1,9,40
"291",4,66,-1.84632754794557,0.224880367147143,0,0.362389319154494,1,9,40
"292",4,67,-0.683558656479369,-1.09977376221054,0.777344359642263,-0.362389319154494,1,9,40
"293",4,68,0.893866372342894,1.59800018860253,1.55468871928453,1.08716795746348,1,9,40
"294",4,69,-0.267623462644333,0.887945486836508,0,1.08716795746348,1,9,40
"295",4,70,-0.0298626369974162,0.644493975709753,1.55468871928453,-1.08716795746348,1,9,40
"296",4,71,1.2679092129859,-2.55929784846351,0.713340106949886,-1.14448640051048,1,9,40
"297",4,72,0.411252282934251,-0.526441972453014,1.42668021389977,1.14448640051048,1,9,40
"298",4,73,-0.438321152600143,-0.388159981998466,-1.07001016042483,-1.14448640051048,1,9,40
"299",4,74,-1.34941359620742,-1.60530088191345,-0.713340106949886,-1.14448640051048,1,9,40
"300",4,75,-0.543358310547729,-0.212229737037892,-0.356670053474943,-0.572243200255238,1,9,40
"301",5,1,-0.146358009471627,-1.03957014115139,1.39863890398394,-0.44267398134458,1,10,120
"302",5,2,-1.03099431025387,0.353336892216086,0,-1.32802194403374,1,10,120
"303",5,3,-1.19439824538276,0.208005811582014,0,0,1,10,120
"304",5,4,1.32296595328235,1.66090856246562,0,1.32802194403374,1,10,120
"305",5,5,-0.393493876045328,-0.358400579395935,2.33106483997323,0.44267398134458,1,10,120
"306",5,6,-0.454961441063928,1.49659858034559,1.2842652870279,0,1,10,120
"307",5,7,1.5622830192464,-1.09385963564877,2.5685305740558,-1.06915923989999,1,10,120
"308",5,8,0.69285643275638,-0.255925779648334,0,0.534579619949996,1,10,120
"309",5,9,-0.113397392997416,0.869422759762363,1.2842652870279,-2.13831847979998,1,10,120
"310",5,10,-0.979500791409883,0.230244315459931,0,-0.534579619949996,1,10,120
"311",5,11,-0.440549110286969,0.393481775370433,0,1.11040908599569,1,10,120
"312",5,12,-0.630651443202592,-0.401424503794415,0,-0.555204542997845,1,10,120
"313",5,13,-0.561946180120526,1.90380567507486,0,-1.66561362899353,1,10,120
